model_id,state,valid_test,WIS
157,GO,1,49158.24431020256
108,DF,3,109893.00037362242
133,DF,3,427598.93258609774
134,DF,3,1704.5118600532746
135,DF,3,8939.47744750875
136,DF,3,9630.358962149803
137,DF,3,14366.7830948486
138,DF,3,53442.39878869235
139,DF,3,1588.141233056784
143,DF,3,29826.28693878367
144,DF,3,34385.18562728829
145,DF,3,6736.566400365779
150,DF,3,52984.559332412726
152,DF,3,1991.0606166309096
154,DF,3,17167.497340831003
155,DF,3,59239.81641325288
156,DF,3,10186.322919844497
157,DF,3,14653.561972173276
108,DF,2,57128.48613892116
133,DF,2,276010.2117874951
134,DF,2,270483.10344070155
135,DF,2,183309.01123305195
136,DF,2,251744.13926159684
137,DF,2,54163.09413898995
138,DF,2,276733.47174732125
139,DF,2,273827.4952768682
143,DF,2,273059.0862997065
144,DF,2,238854.93999510663
145,DF,2,270987.25187535095
150,DF,2,263685.6374341502
152,DF,2,280766.7461765091
154,DF,2,257300.83967004096
155,DF,2,248120.43983694015
156,DF,2,232569.99220514216
157,DF,2,162028.07282314467
108,DF,1,133697.12918320112
133,DF,1,19450.149649805917
134,DF,1,17633.31620546981
135,DF,1,6880.079762811934
136,DF,1,7712.34005131783
137,DF,1,20757.996642952578
138,DF,1,17845.96403720792
139,DF,1,14233.140013789807
143,DF,1,12549.638947174572
144,DF,1,3571.62830803493
145,DF,1,11574.209237578802
150,DF,1,1741.6955605314135
152,DF,1,30201.123026006666
154,DF,1,3333.829618718583
155,DF,1,2920.6864359825436
156,DF,1,2132.948645017299
157,DF,1,1114.4962307534815
108,CE,3,9195.885178156526
133,CE,3,9253.598383602925
134,CE,3,37559.99343498825
135,CE,3,15031.872117909228
136,CE,3,16508.3072628791
137,CE,3,24908.84203520284
138,CE,3,4638.907898685772
139,CE,3,15978.441692494958
143,CE,3,21354.049161788018
144,CE,3,25248.909442751898
145,CE,3,23858.454050433556
150,CE,3,16185.08926892032
152,CE,3,4766.46830207497
154,CE,3,25105.35957497803
155,CE,3,35274.46171064737
156,CE,3,20498.01891351228
157,CE,3,12078.013072450092
108,CE,2,2455.1780853394057
133,CE,2,1209.8087791841604
134,CE,2,2440.008381458718
135,CE,2,27359.987268647135
136,CE,2,25681.233605954556
137,CE,2,25848.238308410815
138,CE,2,663.9597369989228
139,CE,2,9193.529757325128
143,CE,2,13850.444163520337
144,CE,2,21486.267335661152
145,CE,2,13398.408845943302
150,CE,2,5287.506154917961
152,CE,2,1104.177996962566
154,CE,2,17993.845315356753
155,CE,2,37942.11753520339
156,CE,2,43030.66555106647
157,CE,2,4980.255945315637
108,CE,1,86223.35453987714
133,CE,1,476.31462788200145
134,CE,1,73935.54168721366
135,CE,1,2137.8327410752745
136,CE,1,22631.888326984197
137,CE,1,15959.862320499877
138,CE,1,13845.914346505888
139,CE,1,6832.450720472059
143,CE,1,11119.02627182727
144,CE,1,21611.310277104196
145,CE,1,13923.35624103237
150,CE,1,16895.765038604528
152,CE,1,3650.2845191994556
154,CE,1,17084.96546641215
155,CE,1,3676.0279128850025
156,CE,1,14237.951158906977
157,CE,1,20259.993511712877
108,BA,3,303088.70721348654
133,BA,3,9151.908453108152
134,BA,3,268033.6694518102
135,BA,3,24888.286744726414
136,BA,3,3364.282590420764
137,BA,3,4157.910577813393
138,BA,3,20039.752162943354
139,BA,3,2242.9721199202854
143,BA,3,6626.917244200901
144,BA,3,49226.974630486555
145,BA,3,3322.4677912594298
150,BA,3,17152.76327037247
152,BA,3,6420.0873701812825
154,BA,3,16746.45690836503
155,BA,3,44963.32968834993
156,BA,3,16353.950360717443
157,BA,3,32826.67949545924
108,BA,2,25184.207633820904
133,BA,2,201422.26383318473
134,BA,2,153506.72145121885
135,BA,2,136373.2520955968
136,BA,2,113121.90275512545
137,BA,2,49808.006901031426
138,BA,2,201091.35378653003
139,BA,2,198763.0336105604
143,BA,2,157355.25951009223
144,BA,2,170539.49606239455
145,BA,2,198470.0057218041
150,BA,2,189930.4672651376
152,BA,2,212474.3801781166
154,BA,2,185354.3012675881
155,BA,2,179188.81880425735
156,BA,2,147142.39048032986
157,BA,2,176064.49253420281
108,BA,1,60988.10947675271
133,BA,1,15328.053747009133
134,BA,1,44574.45856547434
135,BA,1,9155.008672460706
136,BA,1,2543.340003899979
137,BA,1,2319.0623862103657
138,BA,1,38604.1754224082
139,BA,1,5818.699839355966
143,BA,1,3820.3206750580594
144,BA,1,12862.510865467846
145,BA,1,6120.713779221124
150,BA,1,10480.763742960766
152,BA,1,19971.048918173117
154,BA,1,1423.996790676861
155,BA,1,1597.1661474758528
156,BA,1,1100.9157234067889
157,BA,1,3607.156915135902
108,TO,3,4858.216245171281
133,TO,3,19828.737957203626
134,TO,3,21871.668913032783
135,TO,3,7447.3249632678535
136,TO,3,3443.862579170763
137,TO,3,11681.572119494118
138,TO,3,67.23001476710294
139,TO,3,1937.7289987525546
143,TO,3,6247.8176817333815
144,TO,3,4469.040151046906
145,TO,3,3915.297391064216
150,TO,3,3722.0059753709875
152,TO,3,353.05187936475846
154,TO,3,3568.2545969269613
155,TO,3,4119.4977428687025
156,TO,3,4391.6940624901035
157,TO,3,2725.2169975995043
108,TO,2,857.4183264690743
133,TO,2,2945.1202921008025
134,TO,2,4549.383179217313
135,TO,2,12162.216943316625
136,TO,2,2534.65422529336
137,TO,2,19973.32600616471
138,TO,2,3063.115614110591
139,TO,2,444.5137549038887
143,TO,2,861.2815712386245
144,TO,2,3060.5804659542478
145,TO,2,2004.0552202815024
150,TO,2,1380.7991730019357
152,TO,2,432.73495649002535
154,TO,2,1735.1566671722856
155,TO,2,3428.2977251987277
156,TO,2,2087.01130043229
157,TO,2,163.16124832960708
108,TO,1,40209.99809374839
133,TO,1,173.41254483451317
134,TO,1,651.589897473082
135,TO,1,3005.9830940220754
136,TO,1,886.0753753694449
137,TO,1,16439.301549510124
138,TO,1,7519.3901817915175
139,TO,1,952.7465358885648
143,TO,1,1522.082956765208
144,TO,1,4209.870315959195
145,TO,1,3697.723661389286
150,TO,1,116.923112358596
152,TO,1,1999.2353096374661
154,TO,1,3270.852168064966
155,TO,1,4813.049421807695
156,TO,1,3644.9588871503897
157,TO,1,4552.728717963332
108,AM,3,1567.6496417273386
133,AM,3,351.9090074565477
134,AM,3,733.6285955767524
135,AM,3,13729.260003003063
136,AM,3,887.5119306534133
137,AM,3,1947.9457507848606
138,AM,3,1755.199008331551
139,AM,3,538.5477912775791
143,AM,3,1741.7753471102942
144,AM,3,471.5372624296904
145,AM,3,7645.0442971305065
150,AM,3,365.1233720428407
152,AM,3,5225.130382738507
154,AM,3,1196.1707997074893
155,AM,3,18959.41263909398
156,AM,3,20441.82676552532
157,AM,3,232.63645804865195
108,AM,2,4612.91164692085
133,AM,2,5566.708319211768
134,AM,2,2331.788430608537
135,AM,2,7518.895037874829
136,AM,2,629.0830766491919
137,AM,2,17446.935768761756
138,AM,2,5669.743119418783
139,AM,2,1424.5478672763802
143,AM,2,1041.670707410516
144,AM,2,2860.6098315784093
145,AM,2,4083.1224887096305
150,AM,2,2721.9495134973395
152,AM,2,9630.704607717236
154,AM,2,889.3898041990501
155,AM,2,40193.85663272375
156,AM,2,38945.380661393945
157,AM,2,1889.4386533428833
108,AM,1,1542.2658213278041
133,AM,1,4120.940185618255
134,AM,1,530.1183101523625
135,AM,1,474.32794874146606
136,AM,1,429.8320526109896
137,AM,1,2112.9621121361174
138,AM,1,3117.7312815856985
139,AM,1,469.0502873259758
143,AM,1,1524.1563447700837
144,AM,1,187.82600132973423
145,AM,1,8034.301963405372
150,AM,1,143.42877001048964
152,AM,1,3488.606609691464
154,AM,1,928.5291432671171
155,AM,1,36450.0269131863
156,AM,1,26143.738079299186
157,AM,1,323.1706219572154
108,SE,3,19981.306373523075
133,SE,3,51.79264727932679
134,SE,3,16448.767872606124
135,SE,3,1635.593186934134
136,SE,3,3308.7559082406046
137,SE,3,5958.616937041858
138,SE,3,1572.1903580547093
139,SE,3,429.4297457163849
143,SE,3,874.1381118869502
144,SE,3,1825.3249484576922
145,SE,3,541.3372060587457
150,SE,3,532.7070231558387
152,SE,3,4213.831727406872
154,SE,3,1469.850090100755
155,SE,3,2244.560425290899
156,SE,3,898.308543652734
157,SE,3,1381.7680694061846
108,SE,2,37081.246201397706
133,SE,2,2284.730004658386
134,SE,2,743.2630432212809
135,SE,2,395.9598824941622
136,SE,2,3964.4683495857826
137,SE,2,3892.114546950457
138,SE,2,2052.142699160635
139,SE,2,333.2252122079599
143,SE,2,789.8868142103026
144,SE,2,748.6059774414955
145,SE,2,445.3565911866359
150,SE,2,839.5226652802497
152,SE,2,2362.2670723284423
154,SE,2,164.71734135783774
155,SE,2,1480.7582093355154
156,SE,2,5328.091712078907
157,SE,2,140.25044925688405
108,SE,1,118974.09097034045
133,SE,1,1974.3343911280988
134,SE,1,3383.48037573194
135,SE,1,1001.3742214734445
136,SE,1,1854.3340957475875
137,SE,1,7075.780932806815
138,SE,1,1453.9592110703811
139,SE,1,402.72885308036115
143,SE,1,734.3022086513508
144,SE,1,425.2294899746339
145,SE,1,627.6826209164196
150,SE,1,1305.987018973031
152,SE,1,426.33792868236634
154,SE,1,170.0293285276474
155,SE,1,429.02557388880166
156,SE,1,456.52169755524
157,SE,1,1020.325748061702
108,AP,3,39624.520786129426
133,AP,3,590.1443098115461
134,AP,3,11960.108766105343
135,AP,3,1205.7845851029215
136,AP,3,1572.4446005206312
137,AP,3,1940.700661186721
138,AP,3,2750.0517814132254
139,AP,3,429.13621891003874
143,AP,3,257.6211505922786
144,AP,3,209.35442747457407
145,AP,3,1096.6337604724083
150,AP,3,848.545583243065
152,AP,3,3781.6390074658766
154,AP,3,186.56117146609478
155,AP,3,1651.733578810621
156,AP,3,2369.9005588570653
157,AP,3,598.6151171936668
108,AP,2,7826.445664943414
133,AP,2,10679.397751141323
134,AP,2,9628.318838122701
135,AP,2,10660.23771898502
136,AP,2,10435.0108485891
137,AP,2,6615.010262113329
138,AP,2,10227.764180233695
139,AP,2,9633.730666189169
143,AP,2,7785.556369439447
144,AP,2,10144.689967732862
145,AP,2,9866.70700032147
150,AP,2,10346.483866173281
152,AP,2,1243.473116621669
154,AP,2,9181.467388809784
155,AP,2,8314.036832348036
156,AP,2,8750.814058909757
157,AP,2,9694.777988629088
108,AP,1,188.25340938523618
133,AP,1,809.101299226338
134,AP,1,1003.856076781505
135,AP,1,859.7945319768346
136,AP,1,890.7389038366867
137,AP,1,5450.28814975827
138,AP,1,711.6480598298735
139,AP,1,58.87134398281195
143,AP,1,446.15467566207883
144,AP,1,118.06103372410927
145,AP,1,216.14137677224699
150,AP,1,554.6640900771177
152,AP,1,9966.856580248645
154,AP,1,157.493326317175
155,AP,1,283.2808502687546
156,AP,1,260.6520613447858
157,AP,1,97.19350150772038
108,SP,3,39749097.55475854
133,SP,3,2205771.3703900347
134,SP,3,96506.66190773451
135,SP,3,178021.5882252339
136,SP,3,715338.0783875512
137,SP,3,461439.6875980049
138,SP,3,44123.63414563647
139,SP,3,803983.170421131
143,SP,3,584627.3453890013
144,SP,3,232564.81797573407
145,SP,3,725091.2283393847
150,SP,3,50371.265351728645
152,SP,3,735943.968127021
154,SP,3,170802.19765978283
155,SP,3,45333.408777644625
156,SP,3,482628.94987196446
157,SP,3,4747828.555330462
108,SP,2,420666.63878116076
133,SP,2,2049848.3293827644
134,SP,2,1959895.2772211721
135,SP,2,1568515.789225811
136,SP,2,1758943.9304406925
137,SP,2,1775124.3501854814
138,SP,2,2071664.9172000396
139,SP,2,2057855.9324960986
143,SP,2,1939818.9514985988
144,SP,2,1746162.0061366989
145,SP,2,1952616.490937492
150,SP,2,2011465.942244121
152,SP,2,1966732.2591928148
154,SP,2,1575043.6480150844
155,SP,2,1675544.532585487
156,SP,2,1377406.8213834479
157,SP,2,1793718.6834714653
108,SP,1,1845829.7715784472
133,SP,1,247044.3116704048
134,SP,1,365865.2181001594
135,SP,1,147036.14335833525
136,SP,1,21841.906545080023
137,SP,1,73898.84590377918
138,SP,1,120327.92370165864
139,SP,1,212445.42172931385
143,SP,1,86825.8030159304
144,SP,1,13189.513860499053
145,SP,1,107126.58414881997
150,SP,1,77455.05528260229
152,SP,1,178744.54924934352
154,SP,1,29403.47297836535
155,SP,1,17448.8919638433
156,SP,1,24543.786677220905
157,SP,1,68938.26450717043
108,AL,3,117779.71859815238
133,AL,3,36555.01174011044
134,AL,3,25249.647708621356
135,AL,3,5816.640166978206
136,AL,3,6803.209779135333
137,AL,3,15703.47249790078
138,AL,3,15099.21939950805
139,AL,3,3189.5833885285165
143,AL,3,6868.245038474419
144,AL,3,7981.6088329602435
145,AL,3,4818.519742529384
150,AL,3,6740.479240848644
152,AL,3,5050.052274169276
154,AL,3,8398.999616761583
155,AL,3,9783.581100571897
156,AL,3,10792.712496708606
157,AL,3,11661.686464681161
108,AL,2,2809.764069456816
133,AL,2,16473.439322140373
134,AL,2,9923.055194172946
135,AL,2,1213.751570250523
136,AL,2,5652.625426134826
137,AL,2,8329.744573713931
138,AL,2,5432.821435429876
139,AL,2,3561.02399106861
143,AL,2,2293.832320870441
144,AL,2,1104.339252813862
145,AL,2,7355.5132740424515
150,AL,2,1941.7188141154993
152,AL,2,18428.51268473262
154,AL,2,1040.7040908146766
155,AL,2,1328.8415971528111
156,AL,2,3729.221435014362
157,AL,2,11007.093071165138
108,AL,1,198726.21050758814
133,AL,1,425.75141855136167
134,AL,1,357.1175187415588
135,AL,1,3401.851050167598
136,AL,1,19172.226530356118
137,AL,1,20938.179990637836
138,AL,1,528.2431247792084
139,AL,1,3744.7585384595927
143,AL,1,4648.208062110245
144,AL,1,11493.32505765568
145,AL,1,6364.017516543627
150,AL,1,6329.9489271362745
152,AL,1,2765.7392074763507
154,AL,1,9237.328258508913
155,AL,1,5894.805648047852
156,AL,1,9319.745963995992
157,AL,1,33780.57136828227
108,SC,3,11173111.388772551
133,SC,3,677154.9271208807
134,SC,3,9759.223453191029
135,SC,3,11054.543454456489
136,SC,3,2686.379364433038
137,SC,3,9557.28064563169
138,SC,3,114824.5886925957
139,SC,3,17434.541333581994
143,SC,3,5629.654878883028
144,SC,3,81991.20047266921
145,SC,3,9498.809603949292
150,SC,3,160001.69171175477
152,SC,3,25583.006439541336
154,SC,3,32294.79029079755
155,SC,3,58086.00354632328
156,SC,3,127007.62033225679
157,SC,3,448673.5693664316
108,SC,2,8855567.324642552
133,SC,2,240694.26299588723
134,SC,2,195279.08935937367
135,SC,2,312409.9858485692
136,SC,2,348141.46452682244
137,SC,2,100477.34412792628
138,SC,2,217167.08849866
139,SC,2,355934.6581026644
143,SC,2,340009.39239283494
144,SC,2,264262.5184234672
145,SC,2,354285.33844028314
150,SC,2,238104.92998476973
152,SC,2,359540.50608612463
154,SC,2,218597.19902800946
155,SC,2,202276.865041179
156,SC,2,252676.27111792425
157,SC,2,31228.056343952292
108,SC,1,5745843.83117956
133,SC,1,145193.0707561652
134,SC,1,944902.2782618213
135,SC,1,141138.02624789797
136,SC,1,130509.78614169668
137,SC,1,104044.67235509561
138,SC,1,57176.385967374605
139,SC,1,140548.67667647803
143,SC,1,125148.11676130051
144,SC,1,100754.87057652757
145,SC,1,138107.51554347965
150,SC,1,93783.56827071373
152,SC,1,149298.93835874723
154,SC,1,97766.24928332244
155,SC,1,120716.24750038568
156,SC,1,117031.70560962224
157,SC,1,42951.70309640143
108,AC,3,7832.29440968814
133,AC,3,7932.4228230908
134,AC,3,12010.50584593429
135,AC,3,680.7500102228388
136,AC,3,4455.544396568365
137,AC,3,1230.976363998841
138,AC,3,5960.81706320485
139,AC,3,2317.744931970555
143,AC,3,7924.173011099043
144,AC,3,3447.746625856054
145,AC,3,3836.5451140150285
150,AC,3,5554.689858884519
152,AC,3,955.370845301683
154,AC,3,630.7070947436056
155,AC,3,1268.2029493855985
156,AC,3,1071.5074181923903
157,AC,3,3636.828170030817
108,AC,2,19272.38155388139
133,AC,2,3891.22088645105
134,AC,2,2361.1418289326125
135,AC,2,408.8378933011797
136,AC,2,1686.694204694164
137,AC,2,24230.888066363186
138,AC,2,638.4351248996294
139,AC,2,1112.0030748068784
143,AC,2,2336.0696745010227
144,AC,2,1301.4636376875646
145,AC,2,1648.2400156297497
150,AC,2,1959.8149534052063
152,AC,2,1219.8483910577052
154,AC,2,1217.4911683051516
155,AC,2,4712.579658260197
156,AC,2,7574.266189052987
157,AC,2,538.7371777684192
108,AC,1,21666.06698923434
133,AC,1,1213.2018531516374
134,AC,1,2060.9464041265546
135,AC,1,702.2030073529679
136,AC,1,1149.4317130862864
137,AC,1,8043.771606743116
138,AC,1,4278.564374838916
139,AC,1,891.6135868388869
143,AC,1,441.10500545823623
144,AC,1,910.167935187849
145,AC,1,3285.9745289099187
150,AC,1,1041.8913662444024
152,AC,1,4727.055726066954
154,AC,1,5854.207411134347
155,AC,1,8580.171059035887
156,AC,1,7856.137566443915
157,AC,1,2369.7381828580174
108,RR,3,6661.791820576835
133,RR,3,26.34911405115579
134,RR,3,349.0049403532014
135,RR,3,70.61944697164878
136,RR,3,88.53207023710262
137,RR,3,1544.8986954951897
138,RR,3,98.38975153793662
139,RR,3,441.9693948484802
143,RR,3,1427.0019250932155
144,RR,3,38.444275172446595
145,RR,3,160.4875599819648
150,RR,3,598.7008642457719
152,RR,3,7898.3877009196185
154,RR,3,670.869698353314
155,RR,3,1251.3933141145599
156,RR,3,1473.484551864154
157,RR,3,407.5345869456866
108,RR,2,186.51837011792406
133,RR,2,457.7592656023285
134,RR,2,209.00736974541093
135,RR,2,33.0112999829907
136,RR,2,47.88716769814177
137,RR,2,569.1944429622012
138,RR,2,590.5772692727504
139,RR,2,202.45750858263693
143,RR,2,668.6475341821515
144,RR,2,77.39662461801372
145,RR,2,19.581944124277918
150,RR,2,142.80296961932106
152,RR,2,7428.670706417137
154,RR,2,603.7970883062802
155,RR,2,1708.6882083110618
156,RR,2,2604.3317153629737
157,RR,2,24.908017522164617
108,RR,1,62.37871002857222
133,RR,1,8.132429576818364
134,RR,1,66.1087423779968
135,RR,1,98.74974585821137
136,RR,1,17.915470961133167
137,RR,1,4028.9679515094476
138,RR,1,140.89684727608585
139,RR,1,679.1562059856909
143,RR,1,1126.338877175157
144,RR,1,169.3605975977545
145,RR,1,494.11589097576496
150,RR,1,12.211973214880926
152,RR,1,3195.3103191293194
154,RR,1,996.490496744789
155,RR,1,1917.317088809569
156,RR,1,1947.8302467685503
157,RR,1,437.1441962641837
108,RO,3,3699.8230691506874
133,RO,3,2199.606169409146
134,RO,3,1075.8334925869965
135,RO,3,2329.650197423218
136,RO,3,2147.6068257835836
137,RO,3,1964.3650356587589
138,RO,3,2626.083762057238
139,RO,3,313.7329325524383
143,RO,3,788.9845368646116
144,RO,3,1714.6115982584336
145,RO,3,370.23204422896265
150,RO,3,153.80685546665734
152,RO,3,4212.05714350624
154,RO,3,1456.343799492597
155,RO,3,5217.381219928479
156,RO,3,4724.561685103516
157,RO,3,152.56058194635105
108,RO,2,6947.308755826749
133,RO,2,3578.410325546626
134,RO,2,1859.4178311009423
135,RO,2,2080.989167228954
136,RO,2,602.5898972132976
137,RO,2,2987.423254045175
138,RO,2,185.92234144831534
139,RO,2,772.1231467302736
143,RO,2,413.1112986404578
144,RO,2,773.5388133319947
145,RO,2,1475.5444491721294
150,RO,2,993.7252934664729
152,RO,2,2417.9604413759607
154,RO,2,408.9765621328541
155,RO,2,7431.200071877257
156,RO,2,6332.505432425603
157,RO,2,631.7915334507317
108,RO,1,61697.06525454062
133,RO,1,10368.33176070227
134,RO,1,1070.9561541085345
135,RO,1,8672.606705715794
136,RO,1,10091.61222975736
137,RO,1,1481.9533037061317
138,RO,1,5521.184922776937
139,RO,1,7794.359199010389
143,RO,1,5168.017921163244
144,RO,1,6815.727441450959
145,RO,1,9296.257134597325
150,RO,1,3538.8345028858666
152,RO,1,1301.1873697953795
154,RO,1,5408.802247546704
155,RO,1,741.1851256569478
156,RO,1,950.082032301596
157,RO,1,6484.581755311428
